student_id,age,gender,years_in_program,cumulative_gpa,backlogs_count,attendance_percentage,consecutive_absences_max,daily_study_hours,class_participation_score,extracurricular_involvement_score,peer_collaboration_score,ct1_marks_25,ct2_marks_25,assignment_marks_15,mid_sem_marks_35,risk_category
1411,17,Female,4,6.69,1,79.2,1,2.11,6.23,,5.39,16.3,19.9,6.5,19.6,Moderate-Risk
1412,20,Male,4,8.5,0,79.5,3,3.05,6.78,5.54,7.01,17.1,17.3,10.0,24.3,Moderate-Risk
1413,18,Male,3,6.36,2,80.3,0,3.12,2.84,10.0,5.09,14.3,12.6,10.0,20.4,Moderate-Risk
1414,21,Female,4,5.65,1,63.2,1,2.36,6.71,7.05,5.04,17.8,16.4,9.8,14.2,High-Risk
1415,20,Male,2,7.6,0,92.5,1,4.06,5.78,3.94,4.48,23.7,16.4,14.9,31.2,Moderate-Risk
1416,21,Male,1,8.07,0,83.8,0,5.1,6.78,1.56,8.14,16.0,15.4,13.0,33.4,Good-Performance
1417,20,Male,1,9.15,0,72.0,0,3.65,7.08,3.64,7.21,20.9,19.4,9.5,23.3,Moderate-Risk
1418,19,Female,4,5.72,2,93.4,0,2.07,7.28,0.92,4.51,10.7,23.7,11.7,17.5,Moderate-Risk
1419,22,Male,2,5.47,2,78.4,0,2.8,6.99,6.33,7.36,13.6,10.0,11.2,28.9,Moderate-Risk
1420,19,Female,4,7.48,4,79.2,1,3.05,7.59,4.42,6.04,18.0,19.3,8.7,26.3,Good-Performance
1421,22,Other,2,6.78,1,61.1,5,1.58,2.22,3.46,3.08,16.0,14.8,10.7,29.0,High-Risk
1422,22,Male,1,5.07,0,76.0,0,2.03,6.49,6.2,4.44,11.0,11.4,8.7,16.3,High-Risk
1423,20,Male,2,7.36,0,90.7,2,3.02,7.3,4.26,7.98,17.5,16.2,10.1,33.5,Good-Performance
1424,21,Female,3,6.12,0,76.2,0,2.29,5.58,5.79,8.14,19.5,16.8,10.4,19.5,Moderate-Risk
1425,18,Male,2,7.2,1,82.5,2,1.84,6.84,4.47,7.42,16.1,15.0,8.7,23.0,Moderate-Risk
1426,21,Female,4,4.99,0,75.6,0,0.92,6.89,5.15,5.28,12.3,14.3,5.2,10.7,High-Risk
1427,21,Female,3,6.62,3,83.9,1,3.68,5.24,7.58,6.82,19.8,23.7,9.7,21.4,Moderate-Risk
1428,22,Female,2,3.97,1,44.6,1,0.66,6.31,6.83,7.0,12.6,10.9,7.1,15.0,High-Risk
1429,18,Male,3,6.1,1,65.4,3,3.06,7.33,7.87,2.72,13.3,12.6,8.7,19.0,High-Risk
1430,21,Female,2,5.71,1,86.5,1,2.17,6.81,5.69,7.24,16.6,15.9,7.9,23.1,Moderate-Risk
1431,19,Female,4,7.17,3,77.8,0,1.71,4.67,1.38,6.22,15.6,14.4,10.7,20.1,Moderate-Risk
1432,18,Male,2,9.93,0,92.3,1,4.18,10.0,3.63,10.0,22.2,20.4,12.9,30.9,Good-Performance
1433,18,Female,3,8.26,0,72.6,1,1.89,6.95,1.77,9.37,11.8,15.1,9.1,23.2,Moderate-Risk
1434,20,Female,2,8.02,0,84.0,2,4.21,7.61,6.84,6.4,18.6,23.6,12.7,27.5,Good-Performance
1435,18,Female,1,7.1,1,91.1,1,2.83,7.29,5.03,7.13,18.6,20.9,10.6,28.6,Good-Performance
1436,17,Male,3,8.39,0,99.1,0,4.17,8.48,7.52,6.88,16.3,19.4,14.8,25.4,Good-Performance
1437,19,Male,2,9.96,1,100.0,0,5.28,9.5,7.08,6.2,21.2,17.5,14.7,30.6,Good-Performance
1438,20,Male,3,6.16,1,72.7,2,0.35,5.71,4.75,4.1,8.2,10.6,9.3,17.1,High-Risk
1439,18,Male,2,5.03,2,75.1,3,1.45,3.91,8.49,4.78,15.7,13.3,5.5,25.2,High-Risk
1440,22,Male,1,8.52,1,79.3,0,1.95,8.33,6.92,5.99,22.4,21.6,11.8,25.0,Moderate-Risk
1441,21,Other,1,6.32,0,71.2,4,4.44,4.91,5.16,7.77,13.1,6.5,11.2,22.9,High-Risk
1442,20,Male,3,7.57,0,66.5,3,2.28,4.62,5.87,6.24,11.1,17.1,7.3,21.8,Moderate-Risk
1443,22,Female,2,6.44,1,83.3,1,1.12,6.25,7.83,5.4,16.9,17.3,7.8,22.9,Moderate-Risk
1444,19,Male,2,4.6,2,76.2,2,4.04,5.25,5.9,4.94,15.6,17.1,7.8,19.2,Moderate-Risk
1445,17,Male,1,9.72,0,91.8,1,3.14,8.3,3.67,7.32,22.3,23.2,14.1,27.5,Good-Performance
1446,17,Male,2,5.26,4,67.4,2,0.16,6.22,2.65,5.77,14.7,15.8,9.3,15.6,High-Risk
1447,22,Male,3,7.07,0,82.2,0,2.01,6.17,4.47,4.65,18.2,17.1,9.6,25.2,Moderate-Risk
1448,22,Female,4,7.15,2,84.0,1,3.05,7.02,3.64,5.01,22.2,20.2,8.9,29.0,Moderate-Risk
1449,21,Female,3,3.43,3,70.7,0,1.28,4.44,5.41,8.53,16.1,5.3,3.6,14.7,High-Risk
1450,17,Female,2,5.95,3,63.0,2,1.08,6.54,3.97,6.12,19.5,11.8,5.5,13.6,High-Risk
1451,18,Male,2,6.3,0,80.5,2,1.53,6.75,4.23,8.0,20.8,15.3,7.4,14.1,Moderate-Risk
1452,17,Female,3,6.5,0,75.5,3,3.0,7.68,,3.89,15.4,16.1,9.7,35.0,Good-Performance
1453,17,Male,3,5.62,2,78.5,0,3.4,5.71,8.31,7.92,18.8,12.0,9.2,18.2,Moderate-Risk
1454,18,Female,1,6.96,3,67.5,2,2.73,6.36,3.45,7.44,16.3,13.6,10.3,29.4,Moderate-Risk
1455,20,Male,3,4.41,3,63.6,4,0.83,5.8,4.28,7.5,5.3,13.7,7.3,15.2,High-Risk
1456,17,Male,1,10.0,0,89.0,1,4.16,9.19,4.54,4.44,24.7,22.6,12.8,28.5,Good-Performance
1457,22,Male,1,5.37,2,79.1,1,3.25,7.41,5.63,6.53,14.2,16.4,9.8,22.8,Moderate-Risk
1458,19,Male,1,8.35,1,89.7,0,4.41,6.81,5.69,5.13,18.1,19.3,9.6,27.7,Moderate-Risk
1459,18,Male,1,5.99,0,71.5,2,1.07,4.1,3.98,4.06,10.3,14.9,7.7,18.7,High-Risk
1460,20,Female,2,4.98,1,89.7,1,2.98,7.05,6.02,3.59,18.9,19.5,8.4,18.3,Moderate-Risk
1461,21,Female,1,7.53,0,97.3,0,3.75,8.75,4.08,5.13,19.0,25.0,14.3,24.6,Good-Performance
1462,18,Female,1,4.47,3,58.7,4,0.0,2.96,4.25,3.87,7.4,11.2,7.3,11.3,High-Risk
1463,17,Male,1,7.72,2,75.1,0,1.08,7.69,3.18,7.72,20.2,15.6,8.6,24.6,Moderate-Risk
1464,17,Female,1,4.6,5,73.2,0,2.73,5.7,7.07,5.23,13.7,17.2,7.7,12.0,High-Risk
1465,22,Male,2,6.21,1,82.2,4,3.48,6.03,6.82,5.97,21.1,20.8,10.2,19.7,High-Risk
1466,17,Male,4,5.93,1,61.3,2,1.48,5.77,5.69,7.96,16.7,8.9,8.1,20.4,High-Risk
1467,20,Male,3,5.11,1,74.2,2,1.52,7.03,6.33,6.51,16.8,13.0,7.4,23.1,High-Risk
1468,19,Male,1,6.39,2,64.4,4,0.92,8.29,7.22,5.58,12.3,15.1,10.9,17.7,Moderate-Risk
1469,21,Female,2,2.94,6,63.2,2,1.13,4.27,,6.16,9.7,5.5,6.1,19.9,High-Risk
1470,17,Male,2,6.45,4,83.4,1,2.22,5.97,6.46,5.02,21.1,13.6,9.1,23.1,High-Risk
1471,22,Male,1,7.23,3,75.9,2,1.03,7.14,4.14,3.79,11.9,14.3,7.9,17.1,Moderate-Risk
1472,21,Female,2,4.62,0,48.4,1,1.6,2.63,1.99,6.09,11.6,15.0,4.5,16.7,High-Risk
1473,19,Male,2,9.69,0,71.7,4,2.46,8.35,3.42,7.64,19.7,15.6,12.3,25.3,Good-Performance
1474,18,Female,2,5.39,5,78.0,2,2.53,3.95,9.39,5.5,15.2,15.2,9.5,14.0,High-Risk
1475,22,Male,3,6.72,1,53.6,4,1.34,3.4,4.53,5.48,17.0,12.1,7.1,19.7,Moderate-Risk
1476,18,Female,2,6.87,3,78.0,2,2.33,8.31,8.2,6.03,15.0,18.7,10.2,19.9,Moderate-Risk
1477,19,Female,1,7.24,1,83.1,1,1.85,3.32,6.08,7.98,22.1,15.9,8.8,22.8,Moderate-Risk
1478,19,Female,1,9.44,0,91.8,2,1.42,9.5,4.94,7.35,12.0,22.8,9.2,23.8,Moderate-Risk
1479,18,Female,4,9.46,0,95.7,0,5.37,10.0,3.2,6.81,15.1,24.2,15.0,30.0,Good-Performance
1480,19,Female,3,9.01,2,88.1,2,4.04,7.6,3.59,7.97,17.8,13.4,11.1,29.7,Moderate-Risk
1481,17,Female,3,8.02,0,86.0,1,2.9,8.14,4.74,8.22,23.4,17.6,11.3,29.9,Good-Performance
1482,17,Male,4,8.68,0,78.8,3,4.12,5.03,4.73,6.67,20.4,25.0,13.8,24.5,Good-Performance
1483,18,Male,2,6.01,1,85.6,2,3.09,5.98,6.09,7.65,15.6,18.9,12.4,17.3,Moderate-Risk
1484,17,Female,1,9.11,0,100.0,0,4.18,8.48,3.64,7.53,14.9,25.0,13.5,25.2,Good-Performance
1485,19,Male,3,7.05,0,91.6,0,4.69,7.72,3.72,6.62,18.0,24.1,10.8,30.9,Good-Performance
1486,22,Male,1,7.15,1,74.8,2,2.99,7.0,6.74,7.89,14.8,14.6,7.3,12.1,High-Risk
1487,17,Male,3,6.08,0,84.9,1,2.46,7.25,8.8,5.05,16.6,12.9,11.2,21.7,Moderate-Risk
1488,17,Male,2,5.68,1,74.3,2,1.43,5.17,5.17,4.6,10.4,14.5,6.6,18.7,High-Risk
1489,17,Male,1,6.91,0,87.8,1,2.35,4.98,5.89,6.74,19.1,20.3,8.9,24.3,Moderate-Risk
1490,20,Female,1,5.74,4,71.6,4,0.31,5.75,4.71,5.13,9.9,11.4,6.0,15.2,High-Risk
1491,18,Female,2,3.52,2,54.1,2,2.3,2.94,4.87,6.82,8.3,6.4,8.9,19.1,High-Risk
1492,19,Female,3,7.6,1,82.6,2,3.14,6.05,4.58,6.59,16.8,15.0,11.5,22.6,Moderate-Risk
1493,17,Male,1,3.72,0,70.5,1,0.0,7.53,4.3,9.61,12.4,13.0,9.2,15.3,High-Risk
1494,18,Male,1,6.38,1,84.0,1,1.88,4.17,6.11,4.35,11.8,18.3,11.1,25.0,Moderate-Risk
1495,19,Female,2,6.67,1,83.5,4,3.29,6.4,6.23,7.68,17.9,13.5,10.4,30.8,Moderate-Risk
1496,19,Male,4,6.13,1,88.0,0,1.24,8.05,4.51,5.87,12.4,19.8,8.3,14.3,Moderate-Risk
1497,20,Female,3,5.22,2,54.2,4,1.1,6.04,3.85,6.65,15.1,15.5,7.9,15.1,High-Risk
1498,21,Male,3,7.4,1,93.1,0,5.61,7.79,4.05,7.65,17.9,22.2,12.7,26.2,Good-Performance
1499,19,Female,2,5.5,0,79.6,1,2.13,5.32,6.3,6.66,12.0,17.4,9.2,19.8,Moderate-Risk
1500,22,Male,2,7.01,2,89.5,0,3.83,8.92,3.4,7.54,25.0,10.9,11.2,25.3,Moderate-Risk
1501,20,Female,1,4.85,5,82.9,2,2.89,3.93,2.97,6.42,13.3,13.9,8.6,18.0,High-Risk
1502,18,Female,1,6.62,1,66.9,1,1.54,6.94,5.56,6.03,18.6,14.0,10.6,16.6,Moderate-Risk
1503,18,Male,1,7.89,0,97.9,0,3.62,7.82,4.87,7.85,19.4,21.5,13.2,29.7,Moderate-Risk
1504,18,Female,4,8.75,0,94.6,0,5.13,6.24,4.72,7.61,23.8,14.4,11.2,26.9,Good-Performance
1505,20,Male,2,4.68,2,70.3,0,2.28,5.05,6.67,5.51,16.1,7.1,6.2,24.0,Moderate-Risk
1506,18,Female,1,5.55,4,69.8,6,4.19,8.48,4.9,5.52,14.2,17.0,11.4,25.3,Moderate-Risk
1507,22,Female,2,5.42,5,69.9,4,1.14,3.76,3.69,6.17,15.9,9.9,8.2,17.1,High-Risk
1508,19,Male,1,5.73,1,77.5,1,3.59,3.29,5.34,5.98,18.2,7.5,8.2,22.2,High-Risk
1509,22,Male,2,3.93,3,69.1,1,1.4,4.28,3.7,3.45,10.4,8.4,4.3,7.7,High-Risk
1510,21,Female,3,6.34,0,70.3,2,2.09,6.65,6.77,6.68,15.4,15.0,10.4,13.5,High-Risk
1511,19,Male,4,7.09,0,87.8,4,3.58,9.15,5.04,5.63,25.0,22.0,11.8,29.9,Good-Performance
1512,18,Female,3,5.09,1,67.6,2,1.77,5.59,2.94,3.25,14.2,13.7,7.7,18.5,High-Risk
1513,21,Female,4,6.69,3,85.9,2,2.35,4.08,5.31,6.41,19.3,13.8,10.0,26.9,Moderate-Risk
1514,18,Female,1,6.73,2,89.9,0,2.76,6.71,3.41,4.53,18.4,14.9,11.6,26.3,High-Risk
1515,18,Male,3,7.36,1,75.3,1,1.72,8.17,7.05,8.57,22.3,21.2,9.3,20.3,Moderate-Risk
1516,22,Female,4,5.11,1,71.4,2,1.29,6.26,4.8,7.43,17.3,15.8,10.1,22.1,Moderate-Risk
1517,19,Female,2,5.09,2,81.7,1,2.69,6.85,6.26,6.74,5.8,17.0,7.4,17.5,High-Risk
1518,17,Male,3,5.15,2,74.6,2,2.72,2.92,3.76,7.67,11.9,19.3,6.4,17.8,High-Risk
1519,19,Male,4,5.0,2,58.2,0,1.91,3.05,4.61,7.06,11.4,12.5,7.0,12.4,High-Risk
1520,19,Male,3,7.57,0,88.4,0,3.17,6.77,5.83,5.01,18.8,20.1,12.7,28.8,Good-Performance
1521,22,Male,1,6.96,4,71.9,1,2.75,7.77,4.69,8.07,12.9,8.8,8.3,24.0,Moderate-Risk
1522,21,Female,1,6.25,2,80.7,0,3.41,5.27,3.22,5.03,16.0,17.0,9.6,20.6,Moderate-Risk
1523,18,Male,3,7.88,0,76.2,1,2.24,7.36,6.44,7.85,15.3,15.0,9.4,24.1,Moderate-Risk
1524,17,Female,4,7.13,1,92.6,3,3.11,7.83,5.57,5.94,13.5,18.0,12.8,31.0,Good-Performance
1525,20,Male,1,3.5,2,61.0,2,1.12,3.28,2.85,3.76,19.6,9.4,5.2,12.2,High-Risk
1526,17,Male,2,6.6,1,89.5,2,3.19,5.97,4.27,6.83,16.7,18.1,10.2,23.0,Moderate-Risk
1527,18,Male,1,6.49,2,73.2,0,0.78,6.29,3.36,5.54,20.3,14.2,11.0,19.7,Moderate-Risk
1528,17,Female,2,6.97,1,67.4,3,1.0,5.2,4.03,7.66,17.1,13.0,7.5,17.0,High-Risk
1529,17,Female,3,7.62,3,82.8,1,2.75,7.91,4.1,8.54,15.8,19.3,10.9,26.6,Good-Performance
1530,22,Male,2,4.76,2,57.1,4,2.03,4.05,4.53,3.22,15.9,11.2,7.0,16.1,High-Risk
1531,17,Female,2,8.18,0,100.0,0,3.29,9.21,2.16,6.84,17.7,20.4,12.7,26.7,Good-Performance
1532,17,Male,3,8.12,1,81.2,4,2.31,6.2,4.17,7.22,17.1,17.4,8.9,20.3,Moderate-Risk
1533,22,Male,2,5.91,3,66.8,6,2.28,5.52,6.93,6.29,15.5,12.7,8.4,18.8,Moderate-Risk
1534,18,Male,3,5.65,4,68.8,2,1.74,6.91,8.45,6.6,14.3,17.4,8.3,18.9,Moderate-Risk
1535,21,Other,1,4.66,3,65.8,3,1.93,4.79,2.72,6.36,10.6,10.8,6.3,18.6,High-Risk
1536,17,Female,1,6.6,3,82.2,1,2.05,5.64,7.16,3.72,8.8,22.5,10.1,18.4,High-Risk
1537,17,Female,4,5.3,1,64.2,2,1.11,5.53,9.47,8.5,16.7,15.6,6.6,21.5,High-Risk
1538,17,Male,2,3.96,2,66.5,1,2.72,6.54,4.61,7.3,15.4,14.9,6.5,16.5,High-Risk
1539,21,Male,2,7.01,0,84.7,0,4.23,7.51,6.02,5.53,17.2,17.7,11.2,27.3,Good-Performance
1540,20,Female,2,6.82,0,97.3,0,2.66,4.47,7.03,4.77,22.6,21.4,14.0,33.7,Good-Performance
1541,19,Male,3,6.35,0,85.5,0,2.83,5.47,4.13,7.39,16.9,19.4,7.0,21.5,Moderate-Risk
1542,18,Female,1,5.44,1,86.8,2,1.96,5.35,6.9,6.46,18.8,15.9,9.4,29.6,Moderate-Risk
1543,17,Female,2,6.63,2,81.7,1,3.41,7.59,4.62,7.06,20.1,16.3,10.3,23.8,Moderate-Risk
1544,20,Male,1,6.86,2,86.7,1,1.7,3.72,6.92,6.57,14.8,19.3,10.6,18.0,Moderate-Risk
1545,18,Female,4,4.17,0,80.5,2,2.42,6.18,8.03,6.58,20.0,19.6,6.9,24.5,Moderate-Risk
1546,20,Female,3,6.31,2,79.8,1,3.05,6.96,7.52,3.57,11.7,9.7,8.4,27.4,Moderate-Risk
1547,21,Male,4,6.18,3,79.3,1,1.41,7.15,4.37,5.82,5.2,13.5,7.7,17.5,Moderate-Risk
1548,22,Female,3,6.28,2,74.3,2,2.76,6.25,6.2,7.09,8.2,16.6,9.4,20.4,Moderate-Risk
1549,19,Female,4,6.32,1,93.9,0,3.6,4.4,4.06,6.85,17.9,15.3,10.8,26.2,Moderate-Risk
1550,17,Male,2,5.9,0,74.8,1,1.77,5.99,2.72,5.49,9.0,16.1,10.4,25.1,Moderate-Risk
1551,18,Female,1,4.2,1,68.7,1,0.68,7.36,4.56,6.42,9.4,8.2,6.5,13.0,High-Risk
1552,22,Male,4,7.38,0,88.7,0,3.63,6.17,6.64,7.98,21.9,21.3,12.3,22.1,Moderate-Risk
1553,20,Female,4,6.99,2,65.8,2,2.36,9.25,4.46,8.96,7.9,16.1,13.3,23.6,Moderate-Risk
1554,20,Female,4,10.0,0,93.2,1,3.12,9.54,7.91,7.4,22.6,24.2,12.8,32.2,Good-Performance
1555,19,Female,4,5.73,2,75.1,2,1.9,5.81,5.16,7.49,14.5,13.9,9.7,22.9,Moderate-Risk
1556,17,Male,3,6.08,0,81.7,0,4.33,6.98,2.86,6.93,12.5,15.2,10.6,26.7,Moderate-Risk
1557,22,Female,2,10.0,0,100.0,0,6.62,9.26,4.45,7.91,25.0,23.0,15.0,35.0,Good-Performance
1558,21,Male,3,6.87,2,89.3,0,2.08,5.93,3.72,6.17,16.0,21.8,9.1,15.4,Moderate-Risk
1559,22,Male,1,5.79,2,68.2,1,1.62,5.39,7.64,5.17,17.4,12.2,10.8,28.8,Moderate-Risk
1560,22,Male,3,5.7,0,58.5,1,1.3,8.16,6.01,9.41,12.8,11.7,7.6,20.2,Moderate-Risk
1561,18,Female,4,9.4,0,87.2,2,5.34,9.77,4.88,9.65,19.6,15.3,12.4,28.0,Moderate-Risk
1562,18,Male,3,5.36,4,75.7,0,2.33,5.01,6.49,6.04,14.0,14.4,7.9,17.6,High-Risk
1563,18,Male,2,6.92,2,89.6,1,4.16,5.78,3.45,6.75,21.9,20.6,10.9,27.3,Good-Performance
1564,22,Female,3,4.81,0,80.0,1,3.02,3.73,2.73,6.0,19.3,9.1,7.5,21.6,Moderate-Risk
1565,20,Male,4,5.19,2,80.5,1,1.16,9.54,2.49,6.99,17.4,13.1,9.3,22.6,Moderate-Risk
1566,19,Male,1,4.06,2,66.5,1,0.51,6.68,1.34,6.48,14.3,9.1,9.0,15.9,High-Risk
1567,22,Male,2,9.35,0,81.8,1,2.95,9.13,2.88,8.59,17.8,18.8,10.2,34.4,Good-Performance
1568,20,Male,3,5.74,2,66.4,2,1.81,5.01,6.13,4.4,14.0,16.7,9.6,22.1,Moderate-Risk
1569,22,Female,4,4.9,3,56.4,3,0.92,4.05,6.46,4.9,13.5,11.9,8.7,21.1,High-Risk
1570,22,Male,3,7.8,0,83.7,2,3.0,5.88,3.26,7.58,20.3,19.5,11.7,35.0,Good-Performance
1571,17,Male,3,5.38,0,80.6,0,2.67,1.38,0.98,5.56,16.4,9.8,8.3,23.9,High-Risk
1572,19,Female,1,7.39,0,81.7,0,2.89,5.34,4.19,8.01,21.7,16.9,10.2,25.0,Moderate-Risk
1573,21,Female,2,7.21,0,85.8,1,4.27,7.56,6.0,6.68,18.6,22.0,10.0,19.4,Moderate-Risk
1574,21,Female,4,7.86,0,72.6,2,3.11,6.84,6.67,6.96,12.6,17.8,10.1,22.8,Moderate-Risk
1575,17,Female,2,2.87,4,79.7,1,0.13,4.15,5.49,5.58,6.6,3.0,8.3,21.5,High-Risk
1576,18,Female,2,8.72,0,76.0,3,3.23,7.68,2.99,8.63,18.8,22.3,10.7,26.7,Good-Performance
1577,20,Male,2,5.34,4,74.5,3,1.06,5.16,6.46,7.4,14.1,19.7,9.2,16.2,Moderate-Risk
1578,21,Female,2,7.0,0,78.4,0,0.16,7.31,5.79,4.83,10.7,16.5,7.4,19.7,High-Risk
1579,17,Female,2,7.03,0,77.7,1,2.99,7.4,6.48,7.47,15.8,19.0,10.2,17.8,Moderate-Risk
1580,20,Male,3,4.48,1,60.1,2,2.13,6.07,3.22,7.83,9.0,13.0,5.3,14.3,High-Risk
1581,18,Male,2,6.06,1,85.1,1,2.72,6.78,6.03,6.37,18.7,18.9,9.8,21.9,Moderate-Risk
1582,18,Male,3,3.69,4,55.2,2,1.06,3.61,6.74,6.83,16.5,9.7,2.9,13.9,High-Risk
1583,20,Female,2,5.63,2,86.3,1,1.06,4.63,2.3,7.94,18.7,17.5,9.0,21.2,Moderate-Risk
1584,19,Female,4,6.87,2,82.5,1,3.68,3.32,3.77,5.58,13.6,9.3,10.2,15.4,Moderate-Risk
1585,20,Female,1,7.24,0,84.0,1,3.8,8.3,1.96,7.24,17.4,18.9,10.5,29.8,Good-Performance
1586,18,Male,1,3.87,2,60.0,3,2.11,2.78,3.38,4.9,8.3,16.2,7.2,24.1,High-Risk
1587,21,Male,2,9.83,1,78.8,2,3.66,7.03,4.79,7.28,23.9,25.0,11.1,21.2,Good-Performance
1588,17,Male,4,8.08,1,82.9,0,2.83,7.38,2.1,5.13,19.2,20.1,12.3,30.4,Good-Performance
1589,22,Male,3,6.5,2,86.9,1,1.15,4.74,7.22,7.02,19.8,18.5,7.9,22.9,Moderate-Risk
1590,17,Female,3,4.45,4,70.9,1,1.84,5.28,7.25,8.43,14.8,12.6,9.7,19.3,High-Risk
1591,21,Female,2,4.27,2,67.8,4,0.86,5.65,4.74,4.88,10.2,13.7,9.1,16.5,High-Risk
1592,19,Female,2,6.41,3,81.4,2,2.34,6.19,3.69,8.32,11.0,19.1,10.1,24.3,Moderate-Risk
1593,19,Female,4,5.66,1,93.4,1,3.46,7.05,4.91,6.47,15.6,7.0,11.1,23.8,High-Risk
1594,17,Female,2,8.63,0,82.5,1,3.42,6.53,7.92,5.45,25.0,22.1,13.9,28.2,Good-Performance
1595,21,Male,3,6.41,1,80.4,2,0.0,5.59,6.25,5.91,16.4,14.0,8.8,29.4,Moderate-Risk
1596,17,Male,4,5.37,0,66.0,3,1.3,4.11,1.4,5.98,12.6,13.7,6.5,15.8,High-Risk
1597,20,Male,3,7.0,1,71.3,2,1.79,6.08,0.49,5.74,19.1,19.3,10.4,29.2,Good-Performance
1598,21,Male,1,5.54,3,70.9,2,1.83,5.72,3.19,7.97,16.3,12.2,8.7,19.0,High-Risk
1599,22,Male,2,7.06,2,73.8,0,1.22,4.83,4.91,5.67,19.7,15.6,8.5,20.3,Moderate-Risk
1600,21,Male,1,7.62,1,89.8,0,3.68,7.93,1.6,7.18,16.5,19.5,14.6,30.8,Good-Performance
1601,18,Female,4,6.72,1,58.8,2,2.33,2.14,,8.72,17.1,17.0,10.4,20.8,Moderate-Risk
1602,21,Male,4,6.75,0,78.2,0,2.17,8.04,1.65,6.47,11.6,9.4,8.1,29.7,Moderate-Risk
1603,21,Female,2,6.61,1,74.0,2,2.8,4.22,5.02,5.23,10.4,18.6,10.5,20.2,Moderate-Risk
1604,18,Female,4,3.47,0,58.2,2,1.08,6.29,5.44,5.8,13.2,13.2,6.6,20.2,High-Risk
1605,17,Female,1,7.05,1,69.4,1,2.69,7.25,8.41,8.24,21.1,12.8,10.9,26.2,Moderate-Risk
1606,22,Female,1,6.89,1,74.9,1,2.43,7.86,4.74,6.54,16.5,14.1,9.7,22.5,Moderate-Risk
1607,17,Male,1,8.27,0,79.6,3,3.2,5.23,4.29,6.55,18.2,22.2,9.2,22.1,Moderate-Risk
1608,20,Female,4,6.61,1,78.8,1,3.29,6.42,7.67,5.34,19.0,14.7,12.3,21.2,Moderate-Risk
1609,18,Male,1,6.9,2,62.7,3,2.53,6.2,6.31,5.9,19.0,20.1,11.9,18.1,Moderate-Risk
1610,17,Female,1,8.73,0,87.7,0,4.34,7.89,5.09,8.13,22.4,16.5,11.1,31.6,Good-Performance
1611,21,Male,1,7.32,5,67.5,0,1.77,7.11,4.39,4.33,16.1,18.2,8.8,21.2,Moderate-Risk
1612,17,Male,2,6.18,0,66.2,3,2.91,7.11,8.4,3.85,18.9,13.6,11.7,26.4,Moderate-Risk
1613,21,Female,2,6.14,4,74.7,1,4.45,6.77,3.54,5.7,18.4,18.4,8.7,22.6,Moderate-Risk
1614,21,Female,1,6.03,2,74.2,0,2.83,7.24,2.05,5.94,13.9,18.1,11.7,20.1,Moderate-Risk
1615,17,Male,4,6.5,4,74.5,1,2.2,7.03,4.62,6.09,16.7,15.8,8.9,22.3,Moderate-Risk
1616,18,Female,4,7.76,0,82.8,2,2.68,7.5,4.37,6.23,16.4,17.2,11.1,31.2,Moderate-Risk
1617,21,Male,2,9.12,0,79.5,0,3.47,9.31,7.41,6.97,25.0,21.8,12.2,23.9,Good-Performance
1618,20,Female,4,7.8,1,76.3,2,3.1,6.7,5.31,5.8,21.3,16.0,11.0,23.6,Moderate-Risk
1619,17,Male,4,7.72,0,75.9,0,4.21,4.66,6.83,8.06,20.6,17.5,12.3,25.4,Good-Performance
1620,22,Male,4,3.82,2,75.6,2,1.85,7.21,0.0,7.76,11.3,16.2,5.4,11.8,High-Risk
1621,18,Male,1,4.36,2,77.2,4,1.66,6.16,4.33,6.14,15.8,21.4,7.5,17.5,High-Risk
1622,17,Male,4,6.59,2,87.4,0,2.97,6.2,7.95,7.69,16.4,13.0,6.0,22.7,Moderate-Risk
1623,22,Male,3,6.1,3,70.8,3,1.63,6.32,,2.46,16.7,17.2,10.5,27.2,Moderate-Risk
1624,17,Male,1,6.64,0,86.8,0,2.78,8.74,4.44,7.34,17.0,19.0,10.7,25.4,Moderate-Risk
1625,20,Male,3,3.64,2,67.8,1,1.2,5.2,6.68,7.41,12.5,9.1,5.6,14.5,High-Risk
1626,22,Male,1,8.48,1,79.4,3,3.53,9.35,3.99,6.1,23.4,16.7,11.8,26.3,Good-Performance
1627,20,Male,3,10.0,0,87.7,2,3.9,8.63,6.56,7.6,17.2,22.4,12.8,35.0,Good-Performance
1628,20,Male,3,6.6,1,83.6,0,2.67,6.73,3.79,5.48,19.2,19.6,11.1,29.4,Good-Performance
1629,19,Female,2,8.63,3,83.9,0,2.27,5.2,4.93,6.62,12.3,10.6,10.9,30.8,Moderate-Risk
1630,17,Female,1,6.82,1,82.2,0,2.97,6.74,6.34,4.47,18.2,17.7,9.9,18.2,Moderate-Risk
1631,20,Male,4,5.83,3,71.5,1,2.27,7.61,2.82,7.96,11.7,16.4,7.5,13.2,High-Risk
1632,22,Female,1,6.24,1,74.5,1,2.44,5.43,3.37,6.17,16.6,17.7,10.0,21.0,Moderate-Risk
1633,17,Male,4,9.88,0,100.0,0,4.17,8.81,,7.19,20.0,21.7,15.0,35.0,Good-Performance
1634,22,Male,3,7.23,2,72.1,2,1.57,8.25,3.42,6.62,12.3,10.2,9.7,27.0,Moderate-Risk
1635,19,Female,1,6.35,5,73.1,2,2.59,3.26,5.25,7.36,13.2,16.1,8.5,17.5,Moderate-Risk
